"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"352",0,0,0,1,0,0,0,1,1,1
"353",1,1,0,0,1,0,1,1,0,1
"354",4,0,0,3,0,3,0,0,5,0
"355",0,2,0,2,1,0,1,2,3,1
"356",1,1,1,0,0,0,0,1,2,1
"357",0,0,0,1,0,0,0,0,0,1
"358",0,0,0,0,0,0,0,2,1,1
"359",0,2,0,2,1,0,1,2,3,1
"360",0,1,0,0,3,0,0,3,0,4
"361",0,0,0,1,1,1,0,3,4,2
"362",0,0,0,0,0,0,0,0,0,0
"363",0,1,0,0,1,1,2,1,0,1
"364",1,0,0,2,0,2,0,0,2,0
"365",0,0,0,2,0,2,0,1,4,1
"366",1,0,0,0,0,0,0,0,2,0
"367",0,0,0,0,0,0,0,2,0,2
"368",0,0,0,0,0,0,0,1,0,1
"369",0,2,0,0,1,0,0,1,1,1
"370",0,0,0,0,0,0,0,1,0,1
"371",0,0,0,1,1,1,0,3,4,2
"372",0,0,0,2,0,2,0,1,4,1
"373",1,0,0,1,0,1,0,0,3,0
"374",3,0,1,1,0,0,0,1,3,1
"375",0,0,0,1,1,1,0,2,3,2
"376",1,0,0,1,0,0,0,0,2,0
"377",0,0,0,0,0,0,0,0,1,1
"378",0,0,0,1,1,1,0,3,4,2
"379",0,2,0,0,1,1,1,1,0,2
"380",0,0,0,0,0,0,0,2,0,2
"381",2,0,2,2,0,2,2,2,2,0
"382",0,1,0,0,0,0,0,0,1,0
"383",0,0,0,1,1,1,0,3,4,2
"384",0,2,0,2,1,0,1,2,3,1
"385",1,2,1,1,1,1,1,4,3,6
"386",0,2,0,2,1,0,1,2,3,1
"387",0,0,0,1,1,1,0,3,4,2
"388",0,1,0,1,1,0,0,1,1,3
"389",0,3,1,0,3,0,2,2,0,3
"390",0,1,0,0,0,0,0,0,1,0
"391",0,1,0,1,1,2,0,1,3,2
"392",0,0,0,1,1,1,0,3,4,2
"393",2,0,2,2,0,2,0,1,4,1
"394",0,0,0,1,1,1,0,3,4,2
"395",0,1,0,0,0,0,0,0,1,0
"396",0,0,0,0,1,0,0,1,0,2
"397",0,1,0,1,1,0,0,1,1,3
"398",0,2,0,2,1,0,1,2,3,1
"399",0,1,0,1,1,0,0,1,1,3
"400",3,1,1,4,0,2,1,0,4,2
"401",0,1,0,0,0,0,0,0,1,0
"402",0,0,1,0,0,0,0,1,1,1
"403",1,0,0,0,0,0,0,0,2,0
"404",1,2,1,1,3,1,1,3,2,5
"405",0,0,0,1,1,1,0,3,4,2
"406",0,0,0,0,0,0,0,0,0,0
"407",0,0,0,1,0,0,0,0,1,1
"408",1,0,1,1,1,1,1,0,1,1
"409",0,1,0,0,0,0,0,0,1,0
"410",0,0,0,1,1,1,0,3,4,2
"411",0,0,0,1,1,1,0,3,4,2
"412",0,0,0,0,0,0,0,0,1,1
"413",0,1,0,1,1,0,0,1,1,3
"414",0,0,0,1,0,0,0,0,0,1
"415",2,0,1,1,0,1,0,0,4,0
"416",0,1,1,0,1,1,1,1,2,3
"417",0,2,0,2,1,0,1,2,3,1
"418",0,0,0,1,1,1,0,3,4,2
"419",1,0,0,2,0,1,0,2,4,1
"420",0,0,0,1,0,0,0,0,0,1
"421",0,0,0,1,1,1,0,3,4,2
"422",0,0,0,1,1,1,0,3,4,2
"423",1,0,0,1,0,1,0,1,2,1
"424",0,0,0,0,0,0,0,1,0,1
"425",0,0,0,0,0,0,0,0,0,0
"426",0,2,0,2,1,0,1,2,3,1
"427",0,0,0,0,0,0,0,0,1,0
"428",0,0,0,0,0,0,0,2,0,2
"429",0,0,0,1,1,1,0,2,3,2
"430",0,0,0,0,0,0,0,0,1,1
"431",2,0,1,1,0,1,0,0,3,1
"432",0,0,1,1,0,2,0,2,2,2
"433",0,0,0,1,0,0,0,0,0,1
"434",0,0,0,1,1,1,0,3,4,2
"435",0,0,0,0,1,0,0,1,0,2
"436",1,0,1,1,0,3,0,1,5,2
"437",0,0,0,1,1,1,0,3,4,2
"438",1,1,1,2,1,4,0,2,6,2
"439",0,2,0,2,1,0,1,2,3,1
"440",0,0,0,1,0,0,0,0,0,1
"441",0,1,0,0,0,0,0,0,1,0
"442",0,1,0,0,0,0,0,1,2,2
"443",0,1,0,1,1,0,0,1,1,3
"444",0,0,0,0,0,0,0,1,0,1
"445",1,0,1,1,0,3,0,1,5,2
"446",0,2,0,2,1,0,1,2,3,1
"447",0,0,0,0,0,0,0,1,3,0
"448",0,1,0,0,1,1,1,2,1,4
