"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"495",0,0,0,1,0,1,0,1,1,1
"496",1,0,0,2,0,1,0,0,2,2
"497",0,0,0,2,0,1,1,0,1,1
"498",2,0,1,2,0,1,0,0,2,0
"499",2,0,1,2,0,1,0,0,2,0
"500",1,0,0,1,0,1,0,0,1,0
"501",0,1,0,0,1,0,1,1,0,1
"502",0,0,0,0,1,0,1,0,2,1
"503",2,0,2,1,0,1,0,2,3,2
"504",1,1,0,1,0,1,0,1,1,0
"505",3,0,2,2,0,1,0,0,4,0
"506",2,0,1,2,0,1,0,0,2,0
"507",1,0,0,1,1,1,0,4,1,4
"508",0,0,0,1,0,1,0,0,1,1
"509",2,1,0,2,0,1,0,1,2,2
"510",0,1,0,2,1,2,1,1,3,2
"511",1,1,0,1,1,1,0,2,2,3
"512",2,2,0,0,2,1,0,1,3,3
"513",1,0,0,2,0,1,0,2,1,3
"514",1,0,0,2,0,1,0,2,1,3
"515",0,0,0,2,0,2,0,0,2,1
"516",2,2,1,3,2,2,1,2,6,4
"517",0,0,0,0,0,0,0,0,0,0
"518",0,2,0,0,0,0,0,2,0,3
"519",0,0,0,0,0,0,0,0,0,0
"520",1,0,0,1,1,1,0,4,1,4
"521",1,0,0,1,1,1,0,0,0,4
"522",4,2,0,5,0,2,0,0,5,0
"523",0,0,0,0,0,0,0,0,0,0
"524",0,0,0,0,0,0,0,0,0,0
"525",0,0,0,0,0,0,0,0,0,0
"526",0,0,0,0,0,0,0,0,0,0
"527",0,1,0,1,1,0,0,4,0,4
"528",1,0,1,1,0,0,0,2,1,2
"529",0,1,0,0,0,0,0,0,0,1
"530",0,0,0,0,0,0,0,0,0,0
"531",1,0,0,1,1,1,0,0,0,4
"532",0,2,0,0,1,0,0,2,0,3
"533",0,1,2,1,0,0,0,1,2,1
"534",0,1,2,1,0,0,0,1,2,1
"535",2,0,0,1,0,1,0,0,2,0
"536",0,3,0,1,2,2,1,2,3,3
"537",1,0,0,1,1,1,0,0,0,4
"538",0,0,0,0,0,0,0,0,0,0
"539",0,0,0,2,0,1,0,0,1,0
"540",2,0,1,1,0,0,1,0,2,0
"541",0,0,0,0,0,0,0,0,0,0
"542",0,1,2,1,0,0,0,1,2,1
"543",3,1,1,3,0,2,0,1,3,3
"544",0,1,0,1,0,0,0,2,1,2
"545",0,0,0,0,0,0,0,0,0,0
"546",0,0,0,0,0,0,0,0,0,0
"547",0,0,0,0,0,0,0,0,0,0
"548",0,0,0,0,0,0,0,0,0,0
"549",1,0,1,1,0,0,0,2,1,2
"550",1,0,0,2,0,1,0,2,1,3
"551",0,0,0,0,0,0,0,0,0,0
"552",0,0,0,0,0,0,0,1,0,1
"553",1,0,1,1,0,0,0,2,1,2
"554",0,0,0,0,0,0,0,0,0,0
"555",0,0,1,0,0,0,0,0,1,0
"556",0,1,2,1,0,0,0,1,2,1
"557",1,0,0,2,0,1,0,2,1,3
"558",0,0,0,0,0,0,0,0,0,0
"559",1,1,1,2,0,1,2,3,2,2
"560",0,1,0,0,1,0,1,0,1,1
"561",0,0,0,1,0,0,0,1,1,0
"562",1,0,1,1,0,0,0,2,1,2
"563",0,0,0,0,0,0,0,0,0,0
"564",1,1,1,2,0,1,2,3,2,2
"565",0,0,0,0,0,0,0,0,0,0
"566",0,0,0,0,0,0,0,0,0,0
"567",0,1,0,1,0,0,0,2,1,2
"568",0,0,0,1,0,0,0,0,1,1
"569",0,1,2,1,0,0,0,1,2,1
"570",0,1,0,1,0,0,0,2,1,2
"571",0,0,0,0,0,0,0,0,0,0
"572",0,1,0,1,0,0,0,2,1,2
"573",2,0,1,2,0,1,0,2,4,0
"574",0,0,0,0,0,0,0,0,0,0
"575",0,0,0,0,0,0,0,0,0,0
"576",0,0,0,0,0,0,0,1,0,1
"577",1,1,0,1,0,0,0,0,1,2
"578",0,1,0,0,0,0,0,0,1,3
"579",2,1,0,0,1,0,1,2,1,2
"580",0,0,0,0,0,0,0,1,0,0
"581",1,0,0,1,0,1,0,0,3,0
"582",2,1,0,2,0,2,0,0,2,1
"583",1,0,0,1,0,1,0,0,1,0
"584",0,1,2,1,0,0,0,1,2,1
"585",1,0,0,1,1,1,0,0,0,4
"586",3,1,1,3,0,2,0,1,3,3
"587",1,0,1,1,0,0,0,2,1,2
"588",0,0,0,0,0,0,0,0,0,0
"589",0,1,0,1,0,0,0,2,1,2
"590",1,2,0,1,0,1,0,1,2,2
"591",0,3,0,0,1,0,0,3,1,4
"592",0,1,0,0,0,0,0,0,0,0
"593",0,1,0,0,0,0,0,1,2,0
"594",1,0,0,1,0,1,0,0,2,1
"595",0,0,0,1,0,1,1,0,1,0
"596",0,1,0,0,0,0,0,0,1,3
"597",0,1,0,1,0,0,0,2,1,2
