"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"576",0,5,0,0,3,0,2,3,0,4
"577",0,2,0,1,0,0,0,0,0,0
"578",0,1,0,0,0,0,0,0,0,0
"579",0,2,0,0,1,0,0,1,0,2
"580",0,0,0,0,0,0,0,0,0,0
"581",0,0,0,0,0,0,0,0,0,1
"582",0,0,0,0,0,0,0,0,0,0
"583",0,1,0,0,0,0,0,1,0,1
"584",0,1,0,0,0,0,0,0,0,0
"585",1,1,1,1,0,2,0,0,2,0
"586",0,0,0,0,0,1,0,0,1,0
"587",0,2,0,0,0,0,0,1,0,0
"588",0,2,0,0,0,0,0,0,0,0
"589",0,3,0,0,1,1,0,0,1,1
"590",0,0,0,0,0,0,0,1,0,3
"591",0,3,0,0,0,0,0,1,0,1
"592",0,1,0,0,0,0,0,1,0,1
"593",0,3,0,0,1,1,0,0,1,1
"594",1,0,1,1,0,1,0,1,1,0
"595",0,1,0,0,1,0,0,0,0,2
"596",0,0,0,0,0,0,0,1,1,0
"597",0,1,0,0,1,0,1,1,0,1
"598",0,1,0,0,0,0,0,1,0,1
"599",0,0,0,0,0,0,0,0,0,1
"600",0,0,0,0,0,0,0,0,0,0
"601",0,1,0,0,0,1,0,0,1,1
"602",0,0,0,0,0,0,0,0,0,0
